average_rating,num_pages,ratings_count,text_reviews_count,publication_month,book_age,Re_title,Re_main_author,Re_publisher
4.33,261,6232,713,7,18,a woman in berlin  eight weeks in the conquered city  a diary,anonymous,picador
3.73,204,21189,1195,4,35,the woman warrior,maxine hong kingston,vintage books usa
3.43,256,851,132,8,18,a woman in jerusalem,a b  yehoshua,houghton mifflin harcourt
3.81,384,4037,143,6,18,the kept woman,susan donovan,st  martin's paperbacks
4.38,260,971,65,9,18,my woman his wife,anna j ,urban books
4.04,192,8107,379,3,32,woman hollering creek and other stories,sandra cisneros,vintage
3.97,232,120383,5290,3,35,the bean trees  greer family   1 ,barbara kingsolver,perfection learning
3.77,384,1063,157,6,18,the crazyladies of pearl street,trevanian,broadway books
3.99,288,2257,116,6,19,the summer of katya,trevanian,broadway books
3.86,352,920,32,7,19,the main,trevanian,broadway books
4.06,336,10385,152,5,19,the eiger sanction  jonathan hemlock   1 ,trevanian,broadway books
3.5,216,8,2,8,19,time to learn  how to create high schools that serve all students,george h  wood,heinemann educational books
3.61,352,460,53,10,18,scoop  occupational hazards   1 ,rene gutteridge,waterbrook
4.0,351,79045,3083,1,42,brideshead revisited,evelyn waugh,back bay books
3.76,304,2421,132,8,22,black mischief,evelyn waugh,back bay books
3.99,640,765,57,9,24,the complete stories of evelyn waugh,evelyn waugh,back bay books
3.6,264,772,82,3,19,helena,evelyn waugh,loyola classics
3.91,48,0,0,4,35,choo choo  carry along book   cassette favorites ,virginia lee burton,houghton mifflin
4.04,272,1363,151,5,27,the rise of christianity,rodney stark,harperone
4.04,246,44,5,6,28,the rise of christianity   a sociologist reconsiders history,rodney stark,princeton university press
4.04,272,73,5,10,20,grand theft auto  san andreas official strategy guide,rick barba,bradygames
4.07,272,2598,164,7,18,rounding the mark  inspector montalbano   7 ,andrea camilleri,penguin books
4.03,304,3393,194,2,19,excursion to tindari  inspector montalbano  5 ,andrea camilleri,penguin books
4.03,249,3907,254,6,20,voice of the violin  inspector montalbano   4 ,andrea camilleri,penguin
4.22,196,70,4,7,22,andreas gursky,andreas gursky,museum of modern art
3.95,336,749,16,1,18,moon of the spider  diablo   4 ,richard a  knaak,pocket star
3.67,360,1224,18,4,22,the black road  diablo  2 ,mel odom,star trek
3.77,355,2120,68,5,23,legacy of blood  diablo   1 ,richard a  knaak,pocket books
3.93,339,1181,24,8,22,the kingdom of shadow  diablo   3 ,richard a  knaak,pocket books star trek
3.86,327,866,31,3,17,scales of the serpent  diablo  the sin war   2 ,richard a  knaak,pocket star
3.81,288,31,4,10,23,diablo ii ultimate strategy guide,bart g  farkas,vivendi
3.46,199,207,9,11,20,diabolo  volume 1,kei kusunoki,tokyopop
4.05,812,736,20,10,19,japan  lonely planet guide ,chris rowthorn,lonely planet
4.11,192,260,32,10,18,pink box  inside japan's sex clubs,joan sinclair,harry n  abrams
4.34,493,718,87,10,31,japan at war   an oral history,haruko taya cook,new press  ny 
3.59,154,705,191,10,18,sister bernadette's barking dog  the quirky history and lost art of diagramming sentences,kitty burns florey,melville house publishing
3.74,182,191,47,9,18,a three dog life,abigail thomas,houghton mifflin harcourt
4.33,382,2132,132,8,18,for the love of a dog  understanding emotion in you and your best friend,patricia b  mcconnell,ballantine books
4.46,240,5018,69,1,30,malcolm x speaks  selected speeches and statements,malcolm x,grove weidenfeld
4.37,358,1311,38,9,32,martin and malcolm and america  a dream or a nightmare ,james h  cone,orbis books
3.79,397,17894,837,4,24,under the volcano,malcolm lowry,harper perennial
3.84,441,126,7,9,29,the new knighthood  a history of the order of the temple,malcolm barber,cambridge university press
3.66,112,601,106,11,18,malcolm x  a graphic biography,andrew helfer,hill and wang
3.48,224,263,26,1,24,who are you   101 ways of seeing yourself,malcolm godwin,penguin books
4.07,384,38,1,8,22,bosnia  a short history,noel malcolm,pan macmillan
4.06,664,3111,375,11,20,the other boleyn girl,philippa gregory,atria books
4.05,592,9097,205,2,18,the last boleyn,karen harper,broadway books
3.96,338,1336,39,7,33,the rise and fall of anne boleyn,retha m  warnicke,cambridge university press
3.8,281,5221,299,5,26,the secret diary of anne boleyn,robin maxwell,atria books
4.06,664,1165,105,4,23,the other boleyn girl,philippa gregory,scribner
3.78,480,5317,291,11,32,lila  an inquiry into morals  phaedrus   2 ,robert m  pirsig,bantam
3.58,600,54,5,1,21,lila's child  an inquiry into quality,robert m  pirsig,1st book library
3.58,410,24513,916,6,18,swapping lives,jane green,viking adult
3.62,464,30815,544,3,20,babyville,jane green,broadway books
3.63,352,22864,445,3,19,to have and to hold,jane green,broadway books
3.45,368,87217,832,6,22,mr  maybe,jane green,broadway books
3.64,304,234,12,9,22,straight talking,jane green,penguin
3.63,439,271,30,12,21,spellbound,jane green,penguin books ltd
3.62,438,153,8,5,21,babyville,jane green,broadway books
3.19,480,1153,92,10,15,this christmas,jane green,zebra
3.72,358,226,31,6,22,bookends,jane green,broadway books
4.43,343,42,5,12,18,homelands  women s journeys across race  place  and time,patricia justine tumang,seal press
4.07,312,6757,612,9,25,the farming of bones,edwidge danticat,penguin books
3.8,244,5891,584,3,19,the dew breaker,edwidge danticat,vintage
4.0,343,65013,5954,3,26,i capture the castle,dodie smith,wyatt book
4.15,204,64,6,12,38,conversations with ernest hemingway  literary conversations ,ernest hemingway,university press of mississippi
3.5,256,4,1,3,22,the rapture  who will face the tribulation,tim lahaye,harvest house publishers
4.11,391,3657,107,4,18,the regime  evil advances   before they were left behind   2 ,tim lahaye,tyndale house publishers
4.2,400,14475,194,10,19,the rising  antichrist is born   before they were left behind   1 ,tim lahaye,tyndale house publishers
4.07,34,9,0,5,19,the earth and its peoples  volume ii,richard w  bulliet,cengage learning
2.0,370,1,1,2,20,the earth and its peoples  a global history  volume c  since 1750,richard w  bulliet,cengage learning
3.91,587,5549,129,6,22,the life of charlotte bront ,elizabeth gaskell,oxford university press
3.86,400,217,7,10,38,the juvenilia of jane austen and charlotte bront ,jane austen,penguin books
3.78,346,4035,108,8,28,morgan's passing,anne tyler,ballantine books
3.52,336,15040,1239,10,20,back when we were grownups,anne tyler,ballantine books
3.79,288,3403,159,8,28,celestial navigation,anne tyler,ballantine books
3.66,350,20474,1140,9,18,breathing lessons,anne tyler,ballantine books
3.6,264,2384,91,8,28,the tin can tree,anne tyler,ballantine books
3.39,289,1072,90,5,18,inside the mind of gideon rayburn  midvale academy   1 ,sarah miller,st  martin's griffin
3.9,225,3833,166,9,19,patience   sarah,isabel miller,arsenal pulp press
4.19,314,29486,2137,9,21,the razor's edge,w  somerset maugham,vintage international
3.79,400,42,4,3,17,razor's edge  the unofficial history of the falklands war,hugh bicheno,phoenix
3.74,734,564,48,5,32,tom jones,henry fielding,wordsworth editions
3.37,576,56,8,10,19,clarissa  or the history of a young lady,samuel richardson,signet classics
4.0,256,4181,131,11,23,the secret of shambhala  in search of the eleventh insight  celestine prophecy   3 ,james redfield,grand central publishing
4.07,288,7032,58,11,25,the celestine vision  living the new spiritual awareness,james redfield,grand central publishing
3.76,320,218,27,3,25,the purpose of your life  finding your place in the world using synchronicity  intuition  and uncommon sense,carol adrienne,william morrow paperbacks
3.86,693,7281,259,10,21,the janson directive  paul janson   1 ,robert ludlum,st  martin's paperbacks
3.98,464,6321,80,2,18,the moscow vector  covert one   6 ,patrick larkin,st  martin's paperbacks
3.72,632,9289,361,11,18,the ambler warning,robert ludlum,st  martin's paperbacks
4.07,801,22294,953,9,22,our mutual friend,charles dickens,modern library
3.96,438,156,20,11,17,a christmas carol and other christmas books,charles dickens,oxford university press  usa
4.24,733,182,14,3,22,baseball  a literary anthology,nicholas dawidoff,library of america
4.05,725,52976,702,5,20,the bourne ultimatum  jason bourne   3 ,robert ludlum,orion
3.8,662,9567,252,10,22,the sigma protocol,robert ludlum,st  martin's paperbacks
3.64,320,5141,160,2,32,the road to gandolfo,robert ludlum,bantam
4.01,390,4414,127,9,17,the arctic event  covert one   7 ,james h  cobb,warner books
3.88,352,12533,80,8,19,the matlock paper,robert ludlum,orion books
3.56,112,2356,103,11,20,fat pig,neil labute,farrar  straus and giroux
3.75,196,13515,368,12,18,hickory dickory dock  hercule poirot   32 ,agatha christie,audiogo
3.8,224,18590,770,3,24,a caribbean mystery  miss marple   10 ,agatha christie,signet
4.39,650,116,6,7,34,five complete miss marple novels  the mirror crack'd   a caribbean mystery   nemesis   what mrs  mcgillicuddy saw    the body in the library,agatha christie,avenel books
3.7,224,239,15,3,24,at bertram's hotel,agatha christie,signet
3.85,224,18896,771,5,24,nemesis  miss marple   12 ,agatha christie,signet
4.05,256,462,55,9,24,murder at the vicarage  miss marple   1 ,agatha christie,signet
4.32,688,138,5,7,27,miss marple omnibus vol  3  murder at the vicarage   nemesis   sleeping murder   at bertram's hotel ,agatha christie,harper collins
4.06,239,16897,619,5,19,the dance of anger,harriet lerner,william morrow   company
4.15,321,25065,576,10,18,dance of the gods  circle trilogy   2 ,nora roberts,jove
4.25,24,21265,480,10,31,barnyard dance,sandra boynton,workman publishing company
4.07,255,7368,185,1,35,the dance of intimacy  a woman's guide to courageous acts of change in key relationships,harriet lerner,william morrow paperbacks
3.72,400,19036,325,11,20,blood canticle  the vampire chronicles  10 ,anne rice,arrow
3.76,457,59191,710,10,24,the vampire armand  the vampire chronicles   6 ,anne rice,ballantine books
3.28,289,15886,405,1,22,violin,anne rice,distribooks
3.85,566,18067,558,4,29,cry to heaven,anne rice,ballantine books
3.86,400,49367,661,11,20,lasher  lives of the mayfair witches   2 ,anne rice,arrow books
3.89,752,28012,436,11,22,blood and gold  the vampire chronicles   8 ,anne rice,arrow
3.74,281,9285,404,4,17,hot stuff  cate madigan  1 ,janet evanovich,st  martin's press
3.47,288,2150,85,2,23,lovelock  mayflower trilogy   1 ,orson scott card,st  martins press 3pl
3.33,384,3646,189,10,27,treasure box,orson scott card,harper
3.74,352,6399,286,12,22,songmaster,orson scott card,orb books
3.87,448,1726,133,3,24,stone tables,orson scott card,shadow mountain
3.96,192,4,0,12,24,william faulkner  the sound and the fury and as i lay dying  essays  articles  reviews,nicolas tredell,columbia university press
3.47,261,24,4,2,41,hart's hope,orson scott card,berkley
3.76,370,84877,1989,8,22,children of the mind  ender's saga   4 ,orson scott card,tor books
4.01,675,2940,121,1,20,maps in a mirror  the short fiction of orson scott card,orson scott card,orb books
3.9,140,3408,264,9,23,how to write science fiction   fantasy,orson scott card,writer's digest books
3.56,560,6669,668,10,18,what came before he shot her  inspector lynley   14 ,elizabeth  george,harper
4.04,784,9952,529,2,18,with no one as witness  inspector lynley   13 ,elizabeth  george,harper
4.05,716,8028,289,10,26,deception on his mind  inspector lynley   9 ,elizabeth  george,bantam books
4.27,160,80,14,1,23,becoming a woman of beauty and strength  esther,elizabeth george,harvest house publishers
4.15,160,13,1,8,23,a woman's high calling growth and study guide,elizabeth george,harvest house publishers
4.0,160,22,4,9,19,living with passion and purpose  luke  woman after god's own heart ,elizabeth george,harvest house publishers
4.43,304,1488,77,1,19,loving god with all your mind,elizabeth george,harvest house publishers
3.72,490,40,6,10,18,ariel sharon  a life,nir hefez,random house  inc 
4.53,166,14,1,7,22,life management for busy woman  growth and study guide,elizabeth george,harvest house publishers
4.69,160,9,1,1,20,a wife after god's own heart growth and study guide,elizabeth george,harvest house publishers
3.92,280,639,75,12,18,lover of unreason  assia wevill  sylvia plath's rival and ted hughes' doomed love,yehuda koren,da capo press
4.31,752,106,9,6,11,the journals of sylvia plath,sylvia plath,faber   faber
4.2,502,2373,63,1,25,letters home,sylvia plath,faber   faber
4.25,202,27,0,8,23,the poetry of sylvia plath,claire brennan,columbia university press
4.05,432,88,12,11,19,black boy,richard wright,harper
3.55,352,614,77,3,19,angry black white boy,adam mansbach,broadway books
3.73,278,2164,70,5,20,bad boys in black tie  watson brothers   3 ,lori foster,brava
3.96,96,98823,2552,6,20,the twits,roald dahl,puffin books
3.94,400,340,33,10,22,far from the madding crowd,thomas hardy,signet classics
3.94,433,104912,3811,2,21,far from the madding crowd,thomas hardy,penguin books
3.94,496,112,17,11,22,far from the madding crowd,thomas hardy,oxford university press
3.94,374,320,42,3,30,far from the madding crowd,thomas hardy,penguin books
3.96,578,47,10,9,47,middlemarch  an authoritative text  backgrounds  reviews and criticism,george eliot,w  w  norton   company
4.35,328,1250,144,11,18,slaughterhouse  the shocking story of greed  neglect  and inhumane treatment inside the u s  meat industry,gail a  eisnitz,prometheus books
4.18,294,3351,147,7,24,a dance at the slaughterhouse  matthew scudder   9 ,lawrence block,harper paperbacks
3.46,172,27,1,4,21,slaughterhouse blues  the meat and poultry industry in north america,donald d  stull,wadsworth publishing company
3.79,80,2042,59,1,18,inky the indigo fairy  rainbow magic   6 ,daisy meadows,scholastic paperbacks
3.82,67,2364,67,7,19,sunny the yellow fairy  rainbow magic   3 ,daisy meadows,little apple
3.83,80,2267,82,11,19,sky the blue fairy  rainbow magic   5 ,daisy meadows,scholastic paperbacks
3.86,80,2263,82,2,18,heather the violet fairy  rainbow magic   7 ,daisy meadows,scholastic paperbacks
3.84,65,4334,319,5,19,ruby the red fairy  rainbow magic   1 ,daisy meadows,scholastic inc 
4.02,352,9377,189,4,24,unweaving the rainbow  science  delusion and the appetite for wonder,richard dawkins,mariner books
4.42,32,1417,149,6,46,the rainbow goblins,ul de rico,thames  hudson
3.91,304,3373,293,8,27,the serpent and the rainbow,wade davis,simon  schuster
3.69,544,15840,462,5,15,the rainbow,d h  lawrence,signet
4.04,560,13592,897,8,20,standing in the rainbow  elmwood springs   2 ,fannie flagg,ballantine books
4.07,358,348,67,7,20,the scarlet pimpernel,emmuska orczy,simon  schuster
4.03,256,15,0,12,41,adventures of the scarlet pimpernel,emmuska orczy,buccaneer books
4.19,239,10835,311,11,21,love's enduring promise  love comes softly   2 ,janette oke,bethany house publishers
4.13,684,37531,2201,1,17,of human bondage,w  somerset maugham,signet
4.26,352,15190,532,8,25,phantoms in the brain  probing the mysteries of the human mind,v s  ramachandran,william morrow paperbacks
4.18,416,631,23,11,19,mangoes   curry leaves  culinary travels through the great subcontinent,jeffrey alford,artisan
3.9,315,753,111,2,18,curry  a tale of cooks and conquerors,lizzie collingham,oxford university press  usa
4.15,224,209,29,12,19,50 great curries of india,camellia panjabi,kyle books
3.93,160,35,4,3,28,curries without worries,sudha koul,grand central publishing
4.3,99,616,36,4,26,in search of duende,federico garc a lorca,new directions
4.34,208,114,8,4,27,lorca   jimenez  selected poems,federico garc a lorca,beacon press
4.38,352,19,2,11,27,seminar on nietzsche's zarathustra,c g  jung,princeton university press
4.3,32,88,13,10,19,the polar express,chris van allsburg,hmh books for young readers
3.62,128,55,7,10,20,trip to the north pole  the polar express  the movie ,ellen weiss,hmh books for young readers
3.77,467,31942,732,9,20,blow fly  kay scarpetta   12 ,patricia cornwell,berkley
4.15,96,4616,133,2,32,the gift of the magi and other short stories,o  henry,dover publications
4.01,154,215,16,1,46,james and the giant peach,roald dahl,bantam skylark
3.84,208,9,0,3,24,ten short stories book   cd pack  penguin student editions ,roald dahl,penguin classics
3.97,768,1691,67,12,16,the ultramarines omnibus  ultramarines  1 3 ,graham mcneill,games workshop
3.88,288,325,12,10,18,star wars omnibus  x wing rogue squadron  vol  2,michael a  stackpole,dark horse comics
3.77,767,790,37,12,18,the soul drinkers omnibus  soul drinkers  1 3 ,ben counter,games workshop uk 
4.01,160,1251,91,4,26,james and the giant peach,roald dahl,puffin
4.0,91,344,22,2,17,james and the giant peach  a play,richard r  george,puffin books
4.03,48,1073,32,7,28,james   the giant peach  disney's ,roald dahl,puffin
4.14,320,2128,115,12,24,the progress of love,alice munro,vintage
3.83,352,892,33,12,22,a memoir of jane austen and other family recollections,j e  austen leigh,oxford university press
3.93,128,275,26,5,22,the jane austen cookbook,maggie black,mcclelland   stewart
4.09,251,320,21,5,27,the cambridge companion to jane austen,edward copeland,cambridge university press
3.37,303,1745,229,4,18,the man who loved jane austen  the man who loved jane austen  1 ,sally smith o'rourke,kensington
3.85,192,2279,173,5,19,jane austen  a life,carol shields,penguin books
4.14,325,5236,544,4,21,persuasion,jane austen,penguin classics
3.89,60,991,88,1,31,the history of england,jane austen,algonquin books
3.86,320,1999,112,11,15,jane and the wandering eye  jane austen mysteries   3 ,stephanie barron,bantam
4.25,202,169,13,1,17,dante  poet of the secular world,erich auerbach,nyrb classics
4.17,320,344,28,10,27,silent running,james f  calvert,wiley
3.78,128,462,44,3,35,the story of a shipwrecked sailor,gabriel garc a m rquez,vintage
4.17,256,50,1,5,18,nietzche and philosophy,gilles deleuze,columbia university press
4.05,575,7931,132,8,13,the will to power,friedrich nietzsche,vintage books
4.12,704,10553,550,1,33,the story of philosophy  the lives and opinions of the world's greatest philosophers,will durant,pocket books
3.43,273,1135,37,11,18,south park and philosophy  you know  i learned something today,robert arp,blackwell publishers
3.87,300,754,38,4,19,superheroes and philosophy  truth  justice  and the socratic way,tom morris,open court
3.47,256,2039,135,2,23,the simpsons and philosophy  the d'oh  of homer,william irwin,open court
3.65,361,532,47,9,25,philosophy for dummies,tom morris,for dummies
3.74,272,33697,402,4,47,the philosophy of andy warhol  from a to b and back again ,andy warhol,mariner books
4.48,243,11422,78,9,20,harry potter and philosophy  if aristotle ran hogwarts,david baggett,open court
3.94,582,97,7,5,22,philosophy of religion  an anthology,louis p  pojman,wadsworth publishing company
4.1,544,20,4,6,21,a history of philosophy 1  greece and rome,frederick charles copleston,bloomsbury academic
4.04,656,71,7,11,28,western philosophy  an anthology,john cottingham,wiley blackwell
4.05,227,1774,35,3,19,star wars and philosophy  more powerful than you can possibly imagine,kevin s  decker,open court
3.68,288,72,9,10,18,bullshit and philosophy,gary l  hardcastle,open court
3.98,192,8318,373,11,25,the consolation of philosophy,boethius,penguin classics
4.08,675,435,14,7,22,philosophy of mind  classical and contemporary readings,david j  chalmers,oxford university press  usa
3.7,288,196,18,8,18,the undead and philosophy  chicken soup for the soulless,richard v  greene,open court
3.89,208,439,17,9,20,philosophy in a time of terror  dialogues with j rgen habermas and jacques derrida,j rgen habermas,university of chicago press
4.11,215,767,44,3,18,an introduction to political philosophy,jonathan wolff,oxford university press  usa
4.13,720,148,7,4,57,a source book in indian philosophy,sarvepalli radhakrishnan,princeton university press
3.84,169,830,70,7,20,philosophy  the basics,nigel warburton,routledge
3.92,64,58,8,9,26,a young person's guide to philosophy,jeremy weate,dk children
4.07,640,1145,56,10,25,philosophy in the flesh  the embodied mind and its challenge to western thought,george lakoff,basic books
4.1,704,288,3,12,25,practical philosophy,immanuel kant,cambridge university press
3.71,103,24689,326,6,25,discourse on method and meditations on first philosophy,ren  descartes,hackett publishing company  inc 
3.99,416,341,21,12,19,readings in classical chinese philosophy,philip j  ivanhoe,hackett publishing company  inc 
3.78,525,9,0,6,18,logic and philosophy  a modern introduction,alan hausman,cengage learning
4.17,980,441,27,11,37,history of political philosophy,leo strauss,university of chicago press
4.19,384,400,42,3,20,what is ancient philosophy ,pierre hadot,belknap press
4.05,487,54,5,6,29,lectures on the history of philosophy 1  greek philosophy to plato,georg wilhelm friedrich hegel,university of nebraska press
3.5,224,914,50,8,25,seinfeld and philosophy,william irwin,open court
2.75,360,4,1,10,20,introduction to the philosophies of research and criticism in education and the social sciences,james   paul,pearson
3.56,176,241,21,8,24,introducing philosophy,dave robinson,icon books
3.91,280,1947,71,8,22,the matrix and philosophy  welcome to the desert of the real,william irwin,open court
3.8,328,348,23,11,23,a short history of modern philosophy  routledge classics ,roger scruton,routledge
3.98,341,260,20,11,18,ancient philosophy,anthony kenny,oxford university press  usa
3.75,250,293,9,8,20,woody allen and philosophy   you mean my whole fallacy is wrong  ,mark t  conard,open court
4.3,140,437,52,6,34,three philosophies of life  ecclesiastes life as vanity  job life as suffering  song of songs life as love,peter kreeft,ignatius press
3.68,160,180,11,11,35,philosophy of religion,john harwood hick,pearson
4.09,336,2088,44,9,22,early greek philosophy,jonathan barnes,penguin books
4.0,512,594,17,10,23,contemporary political philosophy,will kymlicka,oxford university press  usa
4.06,335,2519,85,3,21,buffy the vampire slayer and philosophy  fear and trembling in sunnydale,james b  south,open court
3.89,257,337,26,7,26,philosophy  the classics,nigel warburton,routledge
4.25,832,19,1,3,17,the oxford handbook of philosophy of mathematics and logic,stewart shapiro,oxford university press  usa
3.39,304,501,84,3,17,philosophy made simple,robert hellenga,back bay books
3.89,784,14,3,8,26,the philosophy of biology,david l  hull,oxford university press  usa
3.74,592,95,11,3,22,ten great works of philosophy,robert paul wolff,signet
4.01,424,2815,48,1,43,philosophy and the mirror of nature,richard m  rorty,princeton university press
3.87,352,53,2,10,21,the best american sports writing 2003,buzz bissinger,mariner books
3.87,451,2539,331,8,19,walking the bible  a journey by land through the five books of moses,bruce feiler,william morrow paperbacks
3.79,864,96,6,7,19,mac os x  tiger edition  the missing manual ,david pogue,o'reilly media
4.19,152,10769,282,6,17,astonishing x men  volume 2  dangerous,joss whedon,marvel
4.29,272,388,10,12,23,final fantasy x official strategy guide,dan birlew,bradygames
3.7,144,1409,28,10,18,ultimate x men  vol  14  phoenix ,robert kirkman,marvel
4.17,152,24262,557,5,18,astonishing x men  volume 1  gifted,joss whedon,marvel
3.8,480,189,40,10,18,cross x,joe  miller,farrar straus giroux
4.24,152,8900,241,2,17,astonishing x men  volume 3  torn,joss whedon,marvel
3.96,200,3138,68,4,21,x 1999  volume 01  prelude,clamp,viz media llc
4.03,192,1092,10,4,21,x 1999  volume 02  overture,clamp,viz media llc
4.46,448,138,19,10,22,the gospel according to job,mike mason,crossway books
3.83,414,5,0,3,21,avid editing  a guide for beginning and intermediate users,sam kauffmann,focal press
4.01,704,1564,25,8,30,the complete poems  poetry library ,d h  lawrence,wordsworth editions
4.03,303,85,8,7,63,complete short stories  vol 2,d h  lawrence,penguin viking compass  non classics 
3.68,512,199,12,7,27,d h  lawrence and italy  twilight in italy sea and sardinia etruscan places,d h  lawrence,penguin classics
3.63,654,39333,1250,8,25,sons and lovers,d h  lawrence,modern library classics
3.49,556,27,1,8,22,the woman who rode away and other stories,d h  lawrence,cambridge university press
3.49,256,2953,230,8,19,amnesia moon,jonathan lethem,mariner books
4.12,464,3907,208,4,29,paul revere's ride,david hackett fischer,oxford university press  usa
3.97,552,204,33,11,25,the great wave  price revolutions and the rhythm of history,david hackett fischer,oxford university press  usa
4.06,252,17,1,4,46,growing old in america  the bland lee lectures delivered at clark university,david hackett fischer,oxford university press  usa
3.38,192,172,10,12,24,nathaniel hawthorne  the scarlet letter  essays  articles  reviews,elmer kennedy andrews,columbia university press
3.57,452,2149,256,12,26,the all true travels and adventures of lidie newton,jane smiley,ballantine books
3.81,224,1389,123,6,22,the age of grief,jane smiley,anchor
3.9,304,696,49,4,19,a year at the races  reflections on horses  humans  love  money  and luck,jane smiley,anchor
4.1,364,10067,789,10,18,venetia,georgette heyer,hqn
3.88,267,5927,458,6,19,lady of quality,georgette heyer,arrow
3.86,303,4457,330,6,19,false colours,georgette heyer,arrow
4.11,410,10231,636,4,20,sylvester,georgette heyer,harlequin
3.68,272,9272,861,1,19,the convenient marriage,georgette heyer,arrow
3.81,268,5030,406,6,19,sprig muslin,georgette heyer,arrow
4.02,268,5550,478,1,19,the talisman ring,georgette heyer,arrow
4.04,304,7204,460,1,19,the nonesuch,georgette heyer,arrow
3.87,406,3716,270,3,21,the foundling,georgette heyer,harlequin
3.92,237,147,22,10,24,ali and nino,kurban said,vintage ebury
3.53,352,132,15,1,18,last rights  francis hancock  1 ,barbara nadel,headline
3.51,448,772,99,10,18,belshazzar's daughter  inspector ikmen  1 ,barbara nadel,felony   mayhem
3.99,448,301,24,7,22,deep waters  cetin ikmen   4 ,barbara nadel,headline
3.42,352,104,11,12,18,after the mourning  francis hancock  2 ,barbara nadel,headline
4.38,482,5166,429,1,22,spiritual midwifery,ina may gaskin,book publishing company  tn 
3.89,191,59,4,7,19,monday night class,stephen gaskin,book publishing company
3.92,352,2419,102,3,23,summer of the dragon,elizabeth peters,harpercollins
3.87,352,2233,109,9,23,devil may care,elizabeth peters,avon
4.05,389,12389,364,1,24,the deeds of the disturber  amelia peabody   5 ,elizabeth peters,avon
3.91,512,161,9,9,22,the mammoth book of egyptian whodunnits,mike ashley,running press
4.14,421,35,4,9,18,the best american classics,cook's illustrated magazine,cook's illustrated
4.57,206,37,1,11,19,cook's illustrated 2005  cook's illustrated annuals ,cook's illustrated magazine,america's test kitchen
4.69,212,26,0,11,21,cook's illustrated 2003  cook's illustrated annuals ,cook's illustrated magazine,boston common press
4.53,232,15,1,12,29,cook's illustrated 1995  cook's illustrated annuals ,cook's illustrated magazine,cook's illustrated
2.94,432,65,12,2,23,zelda's cut,philippa gregory,harpercollins publishers
3.85,73,6361,209,9,22,thanksgiving on thursday  magic tree house   27 ,mary pope osborne,random house books for young readers
4.38,192,1598,22,6,18,rurouni kenshin  volume 27,nobuhiro watsuki,viz media llc
4.09,200,891,13,8,20,ranma 1 2  vol  27  ranma    us 2nd    27 ,rumiko takahashi,viz media llc
3.0,104,6,0,4,18,sukhoi su 27 flanker  warbirdtech   42 ,yefim gordon,specialty press
3.46,32,11,1,4,36,1001 illuminated initial letters  27 full color plates,owen    jones,dover publications
4.31,170,16,0,5,25,gold rage  wilderness   27 ,david   robbins,leisure books
3.7,336,47,2,9,18,asfixia,chuck palahniuk,debolsillo
3.6,304,40,2,12,13,expectant father,melinda curtis,harlequin special releases
3.88,640,4583,328,8,21,horse heaven,jane smiley,ballantine books
3.96,446,301784,6170,9,23,white oleander,janet fitch,little  brown and company
3.79,355,228,25,6,26,the night remembers  night   1 ,kathleen eagle,harpertorch
4.02,355,27697,1190,9,18,the mephisto club  rizzoli   isles   6 ,tess gerritsen,ballantine books
4.12,401,46863,1157,8,18,vanish  rizzoli   isles   5 ,tess gerritsen,ballantine books
3.99,555,249,20,4,18,call after midnight   under the knife,tess gerritsen,harlequin
4.13,419,33678,1099,1,19,the sinner  rizzoli   isles   3 ,tess gerritsen,bantem press
4.17,432,36595,1205,7,19,body double  rizzoli   isles   4 ,tess gerritsen,ballantine books
3.99,400,11151,352,8,26,life support,tess gerritsen,pocket books
3.91,299,4568,350,9,18,the family that couldn't sleep,d t  max,random house  ny 
3.98,172,5891,192,8,28,river out of eden  a darwinian view of life,richard dawkins,harpercollinspublishers
4.18,271,15444,475,12,38,dragons of eden  speculations on the evolution of human intelligence,carl sagan,ballantine books
3.97,216,1848,66,11,19,eden  it's an endless world  volume 1  eden  it's an endless world   1 ,hiroki endo,dark horse manga
4.03,368,686,64,11,27,demonic males  apes and the origins of human violence,richard w  wrangham,mariner books
4.33,384,9,0,3,42,a mad people's history of madness,dale peterson,university of pittsburgh press
4.35,304,5040,590,3,22,a primate's memoir  a neuroscientist's unconventional life among the baboons,robert m  sapolsky,scribner
4.05,204,534,50,6,26,blame it on the brain  distinguishing chemical imbalances  brain disorders  and disobedience,edward t  welch,p   r publishing
4.3,210,785,13,2,17,blame   vol  7,tsutomu nihei,tokyopop
3.87,32,745,28,10,27,the berenstain bears and the blame game,stan berenstain,random house books for young readers
4.26,216,762,13,5,17,blame   vol  8,tsutomu nihei,tokyopop
3.88,320,5,0,3,24,the new don't blame mother  mending the mother daughter relationship,paula j  caplan,routledge
3.53,384,358,63,10,18,blame it on paris,laura florand,forge books
3.78,352,96,17,9,18,no wind of blame  inspector hemingway  1 ,georgette heyer,arrow
3.57,240,7,1,11,22,uncle john's presents blame it on the weather  amazing weather facts,david w  phillips,portable press
3.36,152,406,5,6,34,who's to blame  sweet valley high   66 ,francine pascal,bantam
4.04,224,686,8,10,18,air gear  vol  2  air gear   2 ,oh  great,del rey
4.09,224,609,3,1,17,air gear  vol  3  air gear   3 ,oh  great,del rey
3.92,224,1875,37,7,18,air gear  vol  1  air gear   1 ,oh  great,del rey
4.07,224,467,2,5,17,air gear  vol  4  air gear   4 ,oh  great,del rey
